id,value
id_0,6.198225694079781
id_1,18.60554565048011
id_2,22.54542635332459
id_3,10.461965017516365
id_4,27.619606344676843
id_5,21.81014086554266
id_6,23.133846322553968
id_7,30.772799650844142
id_8,16.221403668133554
id_9,59.92677821320692
id_10,10.868813598633436
id_11,9.520107567070294
id_12,62.76735087272138
id_13,51.58401520367579
id_14,22.444846053269554
id_15,13.392009913162484
id_16,30.623398602212095
id_17,68.66009545020152
id_18,-0.0008686698428774231
id_19,16.230220339803363
id_20,41.747738476358414
id_21,76.54969465106187
id_22,9.631174933508879
id_23,17.597315655697948
id_24,15.45016185841085
id_25,38.29293883320866
id_26,14.721757113937112
id_27,72.27050747020449
id_28,7.349456979963321
id_29,56.29986331618926
id_30,21.73173998715615
id_31,11.08872842976068
id_32,6.813685623586816
id_33,19.830587874342946
id_34,28.460644122600605
id_35,36.96366016445628
id_36,45.1052956682571
id_37,31.135377638402776
id_38,41.51940496274546
id_39,36.042777590245954
id_40,8.169771548498902
id_41,40.48786376095771
id_42,30.46564914870065
id_43,50.15679963645891
id_44,18.379492985886554
id_45,34.73256450011787
id_46,24.706509323951806
id_47,11.181265711739018
id_48,26.764761006583623
id_49,31.676663824265443
id_50,20.929052771979194
id_51,8.54197463541109
id_52,16.17414753471973
id_53,52.70383514116223
id_54,14.142930917540104
id_55,35.71991056271904
id_56,34.49899714536648
id_57,19.721727283865935
id_58,57.258624410985135
id_59,23.080697410620623
id_60,14.519611590005129
id_61,42.23963094117546
id_62,12.033077906883884
id_63,50.23303943643395
id_64,13.475551002034718
id_65,16.33902352051333
id_66,13.377638201079023
id_67,1.0278007174156474
id_68,43.864631768470765
id_69,26.334360517435012
id_70,20.373196605710586
id_71,43.000651115491046
id_72,61.56022512552325
id_73,7.201887703121426
id_74,16.476611914171087
id_75,4.309276571698912
id_76,40.02026165133717
id_77,14.281198568653421
id_78,19.37191472077209
id_79,22.51646722647976
id_80,22.557435836025995
id_81,39.13966226552946
id_82,19.417539614346314
id_83,95.61451161964757
id_84,37.740545239847236
id_85,29.05019053473915
id_86,22.059399039370433
id_87,35.73324868409228
id_88,22.01821853063245
id_89,19.1964332646655
id_90,28.618663904685484
id_91,42.57091433460377
id_92,5.794426578307746
id_93,38.48743751892667
id_94,46.05064741644935
id_95,17.518688247987953
id_96,32.68645154000597
id_97,12.358099084735857
id_98,22.73696887257882
id_99,4.437377006283488
id_100,17.138216598841385
id_101,26.78942958414154
id_102,10.006173725047216
id_103,14.646732595460021
id_104,24.091482096275453
id_105,39.66270533093516
id_106,33.254852482736275
id_107,5.639983442349738
id_108,3.574455617236291
id_109,80.58244667775679
id_110,48.67475982347424
id_111,16.412533638000788
id_112,26.29257243973698
id_113,17.060787982252506
id_114,12.804352514498683
id_115,24.679940730819222
id_116,27.46332130505125
id_117,10.609918927798551
id_118,19.178222500835517
id_119,19.769554654017398
id_120,82.96330940496529
id_121,25.68916515638467
id_122,38.35173625456069
id_123,24.95789717757121
id_124,7.2678861447212695
id_125,38.34398628361662
id_126,9.03706888162651
id_127,21.714508582923436
id_128,29.01731310413702
id_129,63.54935141759651
id_130,21.403687891255164
id_131,23.559865818852707
id_132,57.601019587147874
id_133,16.392056674547252
id_134,13.629961231838342
id_135,1.7371654471141191
id_136,12.983601838838668
id_137,58.95212974183784
id_138,20.196892886066568
id_139,5.168755196604449
id_140,29.836342233397765
id_141,26.05132686506795
id_142,45.81065947263366
id_143,29.982465502027438
id_144,18.343792436871997
id_145,27.196601475409285
id_146,11.267816770422744
id_147,51.896646247080646
id_148,22.510885672941082
id_149,39.50996575916772
id_150,8.77261773181708
id_151,8.719361965833
id_152,22.947866251948493
id_153,6.394832156675294
id_154,14.871390237664064
id_155,42.674055767291186
id_156,9.263796222257952
id_157,37.61312991608817
id_158,12.825549305460747
